0.1679401957,0.0281540585,-1.5231999500
0.1708812613,0.0320256955,-1.5244000200
0.1680685726,0.0281224177,-1.5244000200
0.1604757710,0.0643817765,-1.5244000200
0.1623666526,0.5323390687,-1.5231999500
0.1632259370,0.6272310186,-1.5244000200
0.1627865276,0.5885188608,-1.5244000200
0.1555452443,0.6534775926,-1.5231999500
0.1605384332,0.6490949176,-1.5231999500
0.1551989535,0.6661006998,-1.5231999500
0.1700495769,0.7954356497,-1.5231999500
0.1534709720,0.7823331350,-1.5231999500
0.1568574369,0.7790681167,-1.5231999500
0.1659955573,0.8321073523,-1.5244000200
0.1701343838,0.8837766220,-1.5231999500
0.1628403760,0.9228058206,-1.5244000200
0.1619959196,0.9259847703,-1.5244000200
0.1698319893,-0.9747429220,-1.5231999500
0.1699713909,-0.9746789950,-1.5244000200
0.1591781013,-0.9615707360,-1.5244000200
0.1649444726,-0.9382191692,-1.5244000200
0.1564723071,0.0954386833,-1.5231999500
0.1661062158,0.1018396524,-1.5231999500
0.1610514993,-0.8755508877,-1.5231999500
0.1608455569,-0.8630720057,-1.5231999500
0.1708343098,-0.8622455980,-1.5231999500
0.1572412647,-0.8844214414,-1.5231999500
0.1609687415,-0.8631418232,-1.5244000200
0.1709502752,-0.8622647347,-1.5244000200
0.1576899810,-0.7599872983,-1.5231999500
0.1618031219,-0.6400936531,-1.5231999500
0.1617152668,-0.6598739274,-1.5231999500
0.1619490381,-0.6400764030,-1.5244000200
0.1542797324,-0.6229960534,-1.5244000200
0.1602027173,-0.5901245752,-1.5244000200
0.1614008509,-0.6041385848,-1.5244000200
0.1704396742,-0.5310219364,-1.5231999500
0.1663409827,-0.5304252424,-1.5231999500
0.1686945271,-0.5043072355,-1.5244000200
0.1664631009,-0.5304592526,-1.5244000200
0.1576148313,-0.4404546745,-1.5231999500
0.1546142453,-0.3698240055,-1.5244000200
0.1609436677,-0.3946978808,-1.5244000200
0.1620275948,-0.4009376598,-1.5244000200
0.1593396240,0.1832672874,-1.5244000200
0.1553854072,0.1432509924,-1.5244000200
0.1730611037,0.1771237448,-1.5244000200
0.1737202628,-0.3628446134,-1.5231999500
0.1596385444,-0.1919066976,-1.5231999500
0.1589758610,-0.1740277230,-1.5244000200
0.1623514649,-0.1861639149,-1.5244000200
0.1601063960,-0.1600086119,-1.5244000200
0.1597862875,-0.1918829329,-1.5244000200
0.1660165410,-0.0881979431,-1.5231999500
0.1548509201,-0.0613538823,-1.5244000200
0.1564500786,0.2970231003,-1.5244000200
0.1514769178,0.2630923796,-1.5244000200
0.1654294968,0.2988675284,-1.5244000200
0.1632971090,0.3175268288,-1.5231999500
0.1529065778,0.4447142293,-1.5231999500
0.1620614092,0.0144577618,-1.3231999500
0.1458517438,0.0306010258,-1.3231999500
0.1580633656,-0.0033954407,-1.3231999500
0.1565821521,-0.0015138708,-1.3231999500
0.1485922484,0.0344109550,-1.3244000200
0.1460073007,0.0305678922,-1.3244000200
0.1600842645,0.0533219282,-1.3244000200
0.1509089038,0.0662678263,-1.3244000200
0.1394394587,0.0629508980,-1.3244000200
0.1589565790,0.0559496097,-1.3244000200
0.1541303983,0.5622054096,-1.3231999500
0.1412687800,0.5281127122,-1.3231999500
0.1515219241,0.5705218855,-1.3231999500
0.1555361231,0.5486608114,-1.3231999500
0.1418158589,0.6306506391,-1.3244000200
0.1413865248,0.5907351132,-1.3244000200
0.1658982281,0.6024973871,-1.3244000200
0.1352231852,0.6564443580,-1.3231999500
0.1394303370,0.6527846916,-1.3231999500
0.1348524263,0.6631843770,-1.3231999500
0.1547392490,0.6612659384,-1.3231999500
0.1614729949,0.7295453211,-1.3244000200
0.1477796482,0.7984716909,-1.3231999500
0.1679162451,0.7903519058,-1.3231999500
0.1334450492,0.7851629855,-1.3231999500
0.1362073411,0.7767370154,-1.3231999500
0.1629696151,0.8344624809,-1.3244000200
0.1442986632,0.8359064955,-1.3244000200
0.1477944497,0.8824122860,-1.3231999500
0.1548185154,0.9117900668,-1.3231999500
0.1415035906,0.9236873181,-1.3244000200
0.1407795287,0.9242337483,-1.3244000200
0.1475221211,-0.9760050304,-1.3231999500
0.1703412032,-0.9583076096,-1.3244000200
0.1384149405,-0.9641447532,-1.3244000200
0.1432187259,-0.9359408645,-1.3244000200
0.1359186721,0.0975831252,-1.3231999500
0.1442083641,0.0988846785,-1.3231999500
0.1546349867,-0.8623033759,-1.3231999500
0.1398869785,-0.8740059797,-1.3231999500
0.1396155737,-0.8596109167,-1.3231999500
0.1483092704,-0.8592616438,-1.3231999500
0.1365140098,-0.8883365804,-1.3231999500
0.1547894064,-0.8623095747,-1.3244000200
0.1707508367,-0.8230303365,-1.3244000200
0.1397603776,-0.8595960395,-1.3244000200
0.1484370403,-0.8592153109,-1.3244000200
0.1516722966,-0.8071392335,-1.3244000200
0.1369957835,-0.7578390409,-1.3231999500
0.1515340912,-0.8071973638,-1.3231999500
0.1712447668,-0.7460057520,-1.3244000200
0.1705121238,-0.7393406474,-1.3244000200
0.1406523034,-0.6366182033,-1.3231999500
0.1404420572,-0.6585232887,-1.3231999500
0.1601205279,-0.6407594616,-1.3231999500
0.1713495671,-0.6644564828,-1.3231999500
0.1407517465,-0.6366209250,-1.3244000200
0.1340450365,-0.6264674330,-1.3244000200
0.1392841405,-0.5863838057,-1.3244000200
0.1602607111,-0.6407542305,-1.3244000200
0.1402009866,-0.6030493912,-1.3244000200
0.1662884542,-0.5605738477,-1.3231999500
0.1650838107,-0.5388510701,-1.3231999500
0.1391590644,-0.5863695441,-1.3231999500
0.1480869639,-0.5322851193,-1.3231999500
0.1444299363,-0.5324523149,-1.3231999500
0.1467110881,-0.5005737297,-1.3244000200
0.1370284404,-0.4425907346,-1.3231999500
0.1532100581,-0.4512046862,-1.3231999500
0.1540176995,-0.4215490281,-1.3231999500
0.1343955493,-0.3666173960,-1.3244000200
0.1398515223,-0.3955861431,-1.3244000200
